date,time,uri
8/15/2023,1:05:51 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4z6sitiyy2p
8/15/2023,12:53:37 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4z64mxxxc2p
8/15/2023,12:50:38 PM,at://did:plc:hwbyndlpoudfijunjyi24m2r/app.bsky.feed.post/3k4z25qx6z32d
8/15/2023,12:22:30 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4z4eyi3aj2j
8/15/2023,10:24:09 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4yvreymat2e
8/15/2023,10:20:30 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4yvkthe2f2g
8/15/2023,10:12:39 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4yv4sqqbz2g
8/15/2023,9:25:13 AM,at://did:plc:fdmathhv3gbl5qzg442crego/app.bsky.feed.post/3k4xxh7cxgl2d
8/15/2023,9:23:29 AM,at://did:plc:fdmathhv3gbl5qzg442crego/app.bsky.feed.post/3k4xze76elb2u
8/15/2023,9:23:15 AM,at://did:plc:y7uaje2eyoamgdh7ie7zko6i/app.bsky.feed.post/3k4xzlw6d422w
8/15/2023,9:20:35 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ys7p6l522e
8/15/2023,12:44:16 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xveh2jal2d
8/15/2023,12:43:51 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k3qfrgl4lc2u
8/15/2023,12:35:48 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xuvd2e3c2p
8/15/2023,12:33:44 AM,at://did:plc:ndnkcgglid6ylmhdqvi22n4z/app.bsky.feed.post/3k4w2putert2n
8/15/2023,12:26:42 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xuf2fwp52g
8/15/2023,12:19:02 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xtxddonq2s
8/15/2023,12:13:22 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xtn74ebw2c
8/14/2023,11:51:40 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xsgg4a3n2d
8/14/2023,11:30:05 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xr7s7bri2c
8/14/2023,7:24:45 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xauywnqp2t
8/14/2023,6:40:30 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xazyhb6v2v
8/14/2023,6:40:06 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xazbwhuj2b
8/14/2023,6:37:43 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4xauywnqp2t
8/14/2023,6:14:13 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4x7kyeqhz2g
8/14/2023,1:49:07 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4wqqxgoru2j
8/14/2023,1:39:23 PM,at://did:plc:dzzwatgvhjfsunbhkhhxdmtt/app.bsky.feed.post/3k4p2pxkptr2t
8/14/2023,1:33:10 PM,at://did:plc:fdmathhv3gbl5qzg442crego/app.bsky.feed.post/3k4wpiag6sd2i
8/14/2023,12:46:30 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4wnaytrgb2p
8/14/2023,11:45:56 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4wjupdkjj2g
8/14/2023,10:48:41 AM,at://did:plc:zydgjqemjfmpsqhapszqqsuw/app.bsky.feed.post/3k4wfcwdtrx2d
8/14/2023,10:47:42 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4wgmkn5pv2u
8/14/2023,10:47:23 AM,at://did:plc:ssqsezu7rccf6jwphrtj4pjy/app.bsky.feed.post/3k4weuout6t2g
8/14/2023,10:46:55 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4wgl5nen22l
8/14/2023,10:46:49 AM,at://did:plc:h5gbeses23nu5whpu55ytzgz/app.bsky.feed.post/3k4wfnxm4e22v
8/14/2023,8:43:11 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4w7nvrel72t
8/14/2023,8:23:35 AM,at://did:plc:e6666w43nycctqshj27fl56a/app.bsky.feed.post/3k4veffmbra2j
8/14/2023,1:08:23 AM,at://did:plc:fdmathhv3gbl5qzg442crego/app.bsky.feed.post/3k4vc2lpxva2i
8/14/2023,1:05:35 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4vg3ngtjh2t
8/13/2023,10:00:42 PM,at://did:plc:ovldtzah7hje3tt4hxsidler/app.bsky.feed.post/3k4uxnyqwyt2s
8/13/2023,9:55:29 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4v3hpwtee2g
8/13/2023,9:28:28 AM,at://did:plc:rhwy5nosamjx5wvk4sx6avxu/app.bsky.feed.post/3k4t4c3r7ec2s
8/13/2023,9:25:21 AM,at://did:plc:hwmrwmykflexnxm32pdat5gq/app.bsky.feed.post/3k4sd6pxv742g
8/13/2023,9:22:08 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4treneysi2p
8/13/2023,9:18:59 AM,at://did:plc:3t2w2eeklyserjiqpzsyo7uc/app.bsky.feed.post/3k4tk7a7tnz2s
8/13/2023,1:08:32 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4svrz7wtn2j
8/13/2023,1:07:46 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4svqmzg6v2j
8/13/2023,1:07:13 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4svpo32rv2j
8/13/2023,12:58:26 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4sv7xlpa52v
8/13/2023,12:54:37 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4suz4nrng2i
8/13/2023,12:20:59 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4st4yfsek2s
8/13/2023,12:18:50 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ssz4v2cq2t
8/13/2023,12:18:29 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ssyiu7i72j
8/13/2023,12:18:22 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ssycbbue2i
8/13/2023,12:17:04 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ssvyjys52x
8/13/2023,12:16:28 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ssuvofmv2g
8/12/2023,11:35:08 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4sqkytz3h2j
8/12/2023,11:07:37 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4sozsluvt2u
8/12/2023,1:39:54 PM,at://did:plc:kozyhctg3gwrygp5zgtan5ju/app.bsky.feed.post/3k4rm2gkwyg2d
8/12/2023,12:56:10 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4rmuh3kue2u
8/12/2023,11:10:11 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4rgwwizho2s
8/12/2023,11:09:43 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4rgw3fg4m2t
8/12/2023,10:42:35 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4rffl4tn62t
8/12/2023,10:37:36 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4rf4ntv4a2i
8/12/2023,10:15:24 AM,at://did:plc:oloqvkuiie22qabj5m6xg4th/app.bsky.feed.post/3k4qcazoadl2d
8/12/2023,10:15:20 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4rdutgbar2d
8/12/2023,12:45:50 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4qe2im6gz2j
8/12/2023,12:36:13 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4qdjc2xs62j
8/12/2023,12:29:09 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4qd4oh2ig2s
8/11/2023,5:32:49 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4plu7q7ip2j
8/11/2023,5:31:38 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4pls3o3522s
8/11/2023,3:18:20 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4pedqgruf2v
8/11/2023,11:52:36 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4oyttswp22j
8/11/2023,11:51:08 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4oyr7ujkt2g
8/11/2023,11:34:40 AM,at://did:plc:5v2dxrbxqrxk7zdby744tiu3/app.bsky.feed.post/3k4oqjl337b2g
8/11/2023,10:51:26 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ovgi3qnw2g
8/11/2023,10:38:38 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ouplpjvh2j
8/11/2023,10:34:42 AM,at://did:plc:l2vkskh5k6x6hwlekqcamdfk/app.bsky.feed.post/3k2yctfozd52z
8/11/2023,10:31:07 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ouc555gp2j
8/11/2023,9:13:51 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4opxxvrk72d
8/11/2023,9:08:30 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4opog5xrk2j
8/11/2023,7:45:39 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ol2b26ac2j
8/11/2023,1:23:02 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4nvo3yqoj2i
8/11/2023,1:21:32 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4nvlg3xr42s
8/11/2023,1:20:33 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4nvjnbwy52s
8/11/2023,1:18:18 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4nvfmypsh2j
8/11/2023,1:16:36 AM,at://did:plc:wntl2rkkdpeykmsztcjf6nni/app.bsky.feed.post/3k4nuxlxaiy2j
8/11/2023,1:02:51 AM,at://did:plc:wxg3stoltdze3f5m46kvgq7q/app.bsky.feed.post/3k4nnt6l4r62g
8/11/2023,1:02:50 AM,at://did:plc:fz5zpei6ssxqz3gzfesemrqy/app.bsky.feed.post/3k4nguyvf7f2p
8/11/2023,1:01:48 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4nui4g4vl2g
8/11/2023,1:00:49 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4nugeg43p2i
8/10/2023,11:58:41 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4nqxbrspk2u
8/10/2023,11:57:40 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4nqvhn5tf2t
8/10/2023,12:12:23 PM,at://did:plc:6rn67n7uuygueh46ztvhih4f/app.bsky.feed.post/3k4mizei2pr2i
8/10/2023,2:39:26 AM,at://did:plc:66dvaa2mnbnqrnuomqdr6i3e/app.bsky.feed.post/3k4lh25febj2h
8/10/2023,2:39:17 AM,at://did:plc:bsqgp7pjwiqqvsvym3drunk6/app.bsky.feed.post/3k4limuao2a2w
8/10/2023,1:31:07 AM,at://did:plc:yt22xydxnmjt6ucnpzs7fzi7/app.bsky.feed.post/3k4lf7lud6a27
8/10/2023,1:15:32 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4lerrmsk72i
8/10/2023,12:46:04 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ld53cdrr2f
8/10/2023,12:22:05 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4lbs74x4d2m
8/10/2023,12:20:37 AM,at://did:plc:hw6pij3rglmi4eescerb2pn5/app.bsky.feed.post/3k4lbflvf2p2i
8/10/2023,12:19:24 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4lbnflfpx2h
8/10/2023,12:19:00 AM,at://did:plc:zijishz2qhgczfztpm3dj7eg/app.bsky.feed.post/3k4lauspoqo2h
8/10/2023,12:18:39 AM,at://did:plc:2mm6ig4orxqdnzkhkjxv6xza/app.bsky.feed.post/3k4law2ar5t2c
8/10/2023,12:02:42 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4lapjzz652l
8/10/2023,12:02:06 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4laohblh22r
8/10/2023,12:00:14 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4lal4kkaw2i
8/9/2023,11:59:06 PM,at://did:plc:tovkzzurbw345u2z2n4smi64/app.bsky.feed.post/3k4laiekyjr2h
8/9/2023,11:57:39 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4lagj4lnm2l
8/9/2023,11:52:25 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4la55bhp52i
8/9/2023,11:51:50 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4la43pw6a2m
8/9/2023,11:25:43 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4l6nfca6x2s
8/9/2023,11:24:55 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4l6lxplj42h
8/9/2023,11:22:17 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4l6halcqp2w
8/9/2023,9:41:51 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4jqm7eljj2v
8/8/2023,10:27:31 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4hcowzyx22c
8/8/2023,12:14:13 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4gagbrd4t2v
8/8/2023,12:13:47 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4gafjdqg225
8/7/2023,11:20:02 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4g5ffargx2p
8/7/2023,11:15:11 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4g54pwbcy2n
8/7/2023,11:14:40 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4g53s3gkt26
8/7/2023,11:13:31 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4g4zqfsfr2j
8/7/2023,11:12:44 PM,at://did:plc:hs6ovrfb5fhsgt4mlsotwsj6/app.bsky.feed.post/3k4g4gpy4fm2n
8/7/2023,11:12:20 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4g4xncmnl26
8/7/2023,11:10:48 PM,at://did:plc:fdmathhv3gbl5qzg442crego/app.bsky.feed.post/3k4g4l3gizd25
8/7/2023,9:16:32 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4fwikvnxp2n
8/7/2023,3:20:01 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4fcl2lk3k2h
8/7/2023,3:19:25 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4fcjxuwm62i
8/7/2023,12:55:47 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4f2j5fazv2j
8/7/2023,10:43:17 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4et4a2hwy2j
8/7/2023,10:19:34 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4errspymz27
8/7/2023,10:05:04 AM,at://did:plc:tec2yqfylskq2czrpplfch6t/app.bsky.feed.post/3k4epc433ba2l
8/7/2023,9:42:49 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4epq3wydn25
8/7/2023,9:13:54 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4eo4fp4742i
8/7/2023,9:12:59 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4eo2r4nag2p
8/7/2023,9:11:14 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4enxmo2zv2l
8/7/2023,9:09:10 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4entwpaz32o
8/7/2023,9:04:33 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4enlohp3d25
8/7/2023,9:03:21 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4enjjnlc52r
8/7/2023,8:58:56 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4enbmmcya2r
8/7/2023,8:56:13 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4en4rp6x72l
8/6/2023,9:43:06 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4dhj54u4g2r
8/6/2023,9:37:57 PM,at://did:plc:6wf5hkxrumgefdkjaqdwj4i5/app.bsky.feed.post/3k4dgiugbm42h
8/6/2023,9:36:48 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4dh5uuk3l2j
8/6/2023,9:24:03 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4dgh3jyyh27
8/6/2023,9:22:42 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4dgeodsup22
8/6/2023,9:20:25 PM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4dgalwuwx2k
8/6/2023,10:42:07 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4ccl7u6gw2r
8/6/2023,10:08:33 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4cap6gak22i
8/6/2023,1:20:01 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4bd647n4725
8/6/2023,12:09:46 AM,at://did:plc:y4ba5uzamlb33dlqumtyaar2/app.bsky.feed.post/3k4b7ahtppu2i
